15.01.2002 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 197100 ; BYR ; зпл1
15.08.2007 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 100000 ; BYR ; Р.М. учебн
15.08.2007 ; Доход ; Банки ; Мой кошелек ; Проценты по депозитам ; 58080 ; BYR ; %%
15.08.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 30 ; USD ; каз-usa
15.08.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Сотовые ; 126 ; USD ; сот
15.08.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Подработка ; 10 ; USD ; радне
15.08.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 260 ; USD ; кар
15.08.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Ремонт ; 10 ; USD ; nic
15.08.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 30 ; USD ; факс
15.08.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 23000 ; BYR ; дис
15.09.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл конверт ; 25 ; USD ; зпл2 июль
15.09.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл конверт ; 40 ; USD ; зпл2 август
15.09.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 649600 ; BYR ; зпл1
15.09.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 67500 ; BYR ; отп не исп
15.09.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл совмещение ; 107500 ; BYR ; ВЗ
15.09.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Компенсация топлива ; 32200 ; BYR ; Дт
15.09.2007 ; Доход ; Государство ; Мой кошелек ; Пособие ; 55700 ; BYR ; к уч.году
15.09.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 90000 ; BYR ; каз-usa
15.09.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Сотовые ; 135 ; USD ; сот
15.09.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 123 ; USD ; каза
15.09.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Ремонт ; 17 ; USD ; кондер
15.09.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 5 ; USD ; dj840
15.09.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Закупки ; 5 ; USD ; мышь
15.09.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 275 ; USD ; кар
15.09.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 3250 ; BYR ; дис
15.10.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл конверт ; 25 ; USD ; зпл2 сент
15.10.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 703080 ; BYR ; зпл1
15.10.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл совмещение ; 30 ; USD ; ВЗ
15.10.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Компенсация топлива ; 32200 ; BYR ; Дт
15.10.2007 ; Доход ; Банки ; Мой кошелек ; Проценты по депозитам ; 359290 ; BYR ; %%
15.10.2007 ; Доход ; Банки ; Мой кошелек ; Проценты по депозитам ; 85790 ; BYR ; %%
15.10.2007 ; Доход ; Банки ; Мой кошелек ; Проценты по депозитам ; 231 ; USD ; %%
15.10.2007 ; Доход ; Банки ; Мой кошелек ; Проценты по депозитам ; 85 ; USD ; %%
15.10.2007 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 150000 ; BYR ; д.Ф б.Б
15.10.2007 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 100000 ; BYR ; А.И.
15.10.2007 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 100000 ; BYR ; Р.М.
15.10.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Закупки ; 600 ; USD ; винт
15.10.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Сотовые ; 130 ; USD ; сот
15.10.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 230 ; USD ; кар
15.10.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 5000 ; BYR ; дис
15.11.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл совмещение ; 5 ; USD ; зпл окт
15.11.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 703260 ; BYR ; зпл1
15.11.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл совмещение ; 80 ; USD ; ВЗ
15.11.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл совмещение ; 18 ; USD ; ВЗ
15.11.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Компенсация топлива ; 10 ; USD ; Дт
15.11.2007 ; Доход ; Прочие (Разовые) ; Мой кошелек ; Ноги ; 1,5 ; USD ; сад
15.11.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Закупки ; 10800 ; BYR ; dvd-ковал
15.11.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Закупки ; 45 ; USD ; apacer
15.11.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Сотовые ; 144 ; USD ; сот
15.11.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 260 ; USD ; кар
15.11.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 2550 ; BYR ; дис
15.12.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 703260 ; BYR ; зпл1
15.12.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл конверт ; 10 ; USD ; зпл2
15.12.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл совмещение ; 80 ; USD ; ВЗ
15.12.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Компенсация топлива ; 15 ; USD ; Дт
15.12.2007 ; Доход ; Банки ; Мой кошелек ; Проценты по депозитам ; 454720 ; BYR ; %%
15.12.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 10000 ; BYR ; патчкорды
15.12.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Закупки ; 5 ; USD ; ups каб
15.12.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Сотовые ; 104 ; USD ; сот
15.12.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 230 ; USD ; кар
15.12.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 9000 ; BYR ; дис
15.01.2008 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 707800 ; BYR ; зпл1
15.01.2008 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл конверт ; 11 ; USD ; зпл2
15.01.2008 ; Доход ; Банки ; Мой кошелек ; Проценты по депозитам ; 319690 ; BYR ; %%
15.01.2008 ; Доход ; ЮКОЛА ; Мой кошелек ; Сотовые ; 28000 ; BYR ; сот
15.01.2008 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 110 ; USD ; кар
15.01.2008 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 25000 ; BYR ; кар
15.01.2008 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 62 ; USD ; кар
15.01.2008 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 19 ; USD ; кар
15.01.2008 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 30 ; USD ; конс
15.01.2008 ; Доход ; ЮКОЛА ; Мой кошелек ; Закупки ; 180 ; USD ; комп
15.01.2008 ; Доход ; ЮКОЛА ; Мой кошелек ; Закупки ; 140 ; USD ; шлюзы
15.02.2008 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 707760 ; BYR ; зпл1
15.02.2008 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл совмещение ; 105 ; USD ; ВЗ
15.02.2008 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл совмещение ; 20 ; USD ; ВЗ
15.02.2008 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл совмещение ; 100 ; USD ; КИА
15.02.2008 ; Доход ; Прочие (Разовые) ; Мой кошелек ; Ноги ; 1400 ; BYR ; ноги
15.02.2008 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 50000 ; BYR ; А.И. вело
15.02.2008 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 50000 ; BYR ; Р.М. вело
15.02.2008 ; Доход ; Банки ; Мой кошелек ; Проценты по депозитам ; 424710 ; BYR ; %%
15.02.2008 ; Доход ; Неизвестно ; Мой кошелек ; Неизвестно ; 6 ; USD ; ?
15.02.2008 ; Доход ; ЮКОЛА ; Мой кошелек ; АТС ; 500 ; USD ; LDK300
15.02.2008 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 9 ; USD ; кар
15.02.2008 ; Доход ; ЮКОЛА ; Мой кошелек ; Закупки ; 140 ; USD ; шлюзы
15.02.2008 ; Доход ; ЮКОЛА ; Мой кошелек ; АТС ; 10 ; USD ; прогр
15.02.2008 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 33 ; USD ; кар
15.02.2008 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 20 ; USD ; кар
15.02.2008 ; Доход ; ЮКОЛА ; Мой кошелек ; Ремонт ; 15 ; USD ; рем
15.03.2008 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл конверт ; 15 ; USD ; зпл2 февр
15.03.2008 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 555220 ; BYR ; зпл1а
15.03.2008 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 237000 ; BYR ; зпл1б
15.03.2008 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл совмещение ; 100 ; USD ; КИА
15.03.2008 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл совмещение ; 40 ; USD ; ВЗ
15.03.2008 ; Доход ; Банки ; Мой кошелек ; Проценты по депозитам ; 420090 ; BYR ; %%
15.03.2008 ; Доход ; Банки ; Мой кошелек ; Проценты по депозитам ; 263860 ; BYR ; %%
15.03.2008 ; Доход ; ЮКОЛА ; Мой кошелек ; Подработка ; 9,5 ; USD ; пташник
15.03.2008 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 83 ; USD ; кар
15.03.2008 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 3000 ; BYR ; кар
15.03.2008 ; Доход ; ЮКОЛА ; Мой кошелек ; Ремонт ; 27 ; USD ; БП
15.04.2008 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл официальная ; 555600 ; BYR ; зпл1а
15.04.2008 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл официальная ; 237000 ; BYR ; зпл1б
15.04.2008 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл совмещение ; 183 ; USD ; КИА
15.04.2008 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация сотовых ; 20 ; USD ; моб
15.04.2008 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 80000 ; BYR ; А.И.
15.04.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 40 ; USD ; кар
15.04.2008 ; Доход ; Атлант-М ; Мой кошелек ; АТС ; 60 ; USD ; плата
15.04.2008 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 300 ; USD ; моник
15.04.2008 ; Доход ; Атлант-М ; Мой кошелек ; АТС ; 1014800 ; BYR ; LDK
15.04.2008 ; Доход ; Атлант-М ; Мой кошелек ; Прочие ; 5 ; USD ; сети
15.04.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 312000 ; BYR ; кар
15.04.2008 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 10 ; USD ; ТО
15.04.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 71 ; USD ; кар
15.05.2008 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл официальная ; 555000 ; BYR ; зпл1а
15.05.2008 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл официальная ; 237225 ; BYR ; зпл1б
15.05.2008 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл совмещение ; 183 ; USD ; КИА
15.05.2008 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл совмещение ; 25 ; USD ; ВЗ
15.05.2008 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация сотовых ; 10 ; USD ; моб
15.05.2008 ; Доход ; Прочие (Разовые) ; Мой кошелек ; Ноги ; 11200 ; BYR ; ноги
15.05.2008 ; Доход ; Банки ; Мой кошелек ; Проценты по депозитам ; 696260 ; BYR ; %%
15.05.2008 ; Доход ; Банки ; Мой кошелек ; Проценты по депозитам ; 1200 ; BYR ; %%
15.05.2008 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 46 ; USD ; ldp
15.05.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 30,5 ; USD ; кар черн
15.05.2008 ; Доход ; Атлант-М ; Мой кошелек ; АТС ; 62 ; USD ; плата
15.05.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 47 ; USD ; кар одор
15.05.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 52 ; USD ; кар запр
15.05.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 18 ; USD ; кар киа
15.06.2008 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл официальная ; 792226 ; BYR ; зпл1
15.06.2008 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл совмещение ; 233 ; USD ; КИА
15.06.2008 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация сотовых ; 10 ; USD ; моб
15.06.2008 ; Доход ; Атлант-М ; Мой кошелек ; Подработка ; 20 ; USD ; ноут
15.06.2008 ; Доход ; Банки ; Мой кошелек ; Проценты по депозитам ; 300560 ; BYR ; %%
15.06.2008 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 25 ; USD ; АтлантМ
15.06.2008 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 100000 ; BYR ; родит
15.06.2008 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 100000 ; BYR ; юлины
15.06.2008 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 150000 ; BYR ; б.Б
15.06.2008 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 50000 ; BYR ; д.М
15.06.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 11 ; USD ; кар запр
15.06.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 16 ; USD ; кар запр
15.06.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 70 ; USD ; кар покуп
15.06.2008 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 21350 ; BYR ; dect
15.06.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 116 ; USD ; кар запр
15.06.2008 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 200 ; USD ; hpljM1120
15.06.2008 ; Доход ; Атлант-М ; Мой кошелек ; Прочие ; 30 ; USD ; АТС прог
15.06.2008 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 36 ; USD ; рем комп
15.06.2008 ; Доход ; Неизвестно ; Мой кошелек ; Неизвестно ; 14 ; USD ; ?
15.07.2008 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл официальная ; 792200 ; BYR ; зпл1
15.07.2008 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл официальная ; 787000 ; BYR ; отпускн
15.07.2008 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл совмещение ; 233 ; USD ; КИА
15.07.2008 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация сотовых ; 10 ; USD ; моб
15.07.2008 ; Доход ; Банки ; Мой кошелек ; Проценты по депозитам ; 237180 ; BYR ; %%
15.07.2008 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 20000 ; BYR ; мама
15.07.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 14 ; USD ; кар запр
15.07.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 30 ; USD ; факс
15.07.2008 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 100 ; USD ; фл+картридер
15.07.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 91 ; USD ; кар
15.07.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 7 ; USD ; кар
15.07.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 5 ; USD ; кар
15.08.2008 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл официальная ; 34600 ; BYR ; зпл1
15.08.2008 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл совмещение ; 271 ; USD ; КИА
15.08.2008 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация сотовых ; 10 ; USD ; моб
15.08.2008 ; Доход ; Государство ; Мой кошелек ; Пособие ; 67000 ; BYR ; пос
15.08.2008 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 1000000 ; BYR ; А.И.
15.08.2008 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 150000 ; BYR ; б.Б.
15.08.2008 ; Доход ; Атлант-М ; Мой кошелек ; АТС ; 111 ; USD ; АТС
15.08.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 79 ; USD ; p3110
15.08.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 20 ; USD ; hp1320
15.08.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 18 ; USD ; кар КИА
15.08.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 26 ; USD ; кар
15.08.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 31 ; USD ; 6615
15.08.2008 ; Доход ; Атлант-М ; Мой кошелек ; Прочие ; 30 ; USD ; андру
15.08.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 7 ; USD ; кар КИА
15.08.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 80 ; USD ; кар
15.08.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 46 ; USD ; кар
15.08.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 19000 ; BYR ; кар КИА
15.08.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 7 ; USD ; кар
15.08.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 61 ; USD ; кар
15.09.2008 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл официальная ; 756000 ; BYR ; зпл1
15.09.2008 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл совмещение ; 349 ; USD ; КИА
15.09.2008 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл совмещение ; 250 ; USD ; КИА вперед
15.09.2008 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация сотовых ; 10 ; USD ; моб
15.09.2008 ; Доход ; Банки ; Мой кошелек ; Проценты по депозитам ; 234890 ; BYR ; %% авг
15.09.2008 ; Доход ; Квартиросъемщики ; Мой кошелек ; Квартира ; 550 ; USD ; кв. окт.
15.09.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 92000 ; BYR ; кар
15.09.2008 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 15 ; USD ; кондер
15.09.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 8 ; USD ; кар КИА
15.09.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 5 ; USD ; кар КИА
15.09.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 133 ; USD ; кар
15.09.2008 ; Доход ; Атлант-М ; Депозиты ; Картриджи ; 0 ; USD ; кар (см. окт)
15.09.2008 ; Доход ; Атлант-М ; Мой кошелек ; АТС ; 12 ; USD ; винтАТС
15.09.2008 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 10 ; USD ; сетевая
15.09.2008 ; Доход ; Атлант-М ; Мой кошелек ; Прочие ; 5 ; USD ; шнур
15.09.2008 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 200 ; USD ; комп
15.10.2008 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл официальная ; 792200 ; BYR ; зпл1
15.10.2008 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл совмещение ; 83 ; USD ; КИА
15.10.2008 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация сотовых ; 10 ; USD ; моб
15.10.2008 ; Доход ; Квартиросъемщики ; Мой кошелек ; Квартира ; 550 ; USD ; кв. ноя
15.10.2008 ; Доход ; Квартиросъемщики ; Мой кошелек ; Квартира ; 550 ; USD ; кв. дек
15.10.2008 ; Доход ; Банки ; Мой кошелек ; Проценты по депозитам ; 450320 ; BYR ; %% сен-окт
15.10.2008 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 150000 ; BYR ; б.Б
15.10.2008 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 100000 ; BYR ; д.М.(Р.М.)
15.10.2008 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 100 ; USD ; Р.М.
15.10.2008 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 50 ; USD ; Максим
15.10.2008 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 200 ; USD ; Илья
15.10.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 166 ; USD ; кар (см. сен)
15.10.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 59 ; USD ; кар КИА
15.10.2008 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 15350 ; BYR ; гарни
15.10.2008 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 7 ; USD ; флэшки
15.10.2008 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 28 ; USD ; ЭКО
15.10.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 72 ; USD ; кар
15.10.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 6 ; USD ; факс
15.11.2008 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл официальная ; 805460 ; BYR ; зпл1
15.11.2008 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл совмещение ; 326 ; USD ; КИА
15.11.2008 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация сотовых ; 10 ; USD ; моб
15.11.2008 ; Доход ; Квартиросъемщики ; Мой кошелек ; Квартира ; 550 ; USD ; кв. янв
15.11.2008 ; Доход ; Прочие (Разовые) ; Мой кошелек ; Дивиденды ; 33520 ; BYR ; дивиденды
15.11.2008 ; Доход ; Банки ; Мой кошелек ; Проценты по депозитам ; 224520 ; BYR ; %%
15.11.2008 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 47 ; USD ; винт
15.11.2008 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 20560 ; BYR ; мыши
15.11.2008 ; Доход ; Атлант-М ; Мой кошелек ; Прочие ; 32000 ; BYR ; UTP Кужалевич
15.11.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 32 ; USD ; кар
15.11.2008 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 40000 ; BYR ; M15i
15.11.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 123380 ; BYR ; ink
15.11.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 65 ; USD ; кар
15.11.2008 ; Доход ; Атлант-М ; Мой кошелек ; Прочие ; 15 ; USD ; розетка
15.11.2008 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 15000 ; BYR ; мышь
15.11.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 87 ; USD ; кар
15.11.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 135 ; USD ; кар
15.11.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 13190 ; BYR ; кар
15.12.2008 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл официальная ; 793100 ; BYR ; зпл1
15.12.2008 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл совмещение ; 383 ; USD ; КИА
15.12.2008 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация сотовых ; 10 ; USD ; моб
15.12.2008 ; Доход ; Квартиросъемщики ; Мой кошелек ; Квартира ; 550 ; USD ; кв. фев
15.12.2008 ; Доход ; Атлант-М ; Мой кошелек ; Закупки ; 13300 ; BYR ; dvd
15.12.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 66 ; USD ; кар
15.12.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 30 ; USD ; кар КИА
15.12.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 54 ; USD ; кар КИА
15.12.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 8 ; USD ; кар КИА
15.12.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 57000 ; BYR ; кар
15.12.2008 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 10 ; USD ; рем принт
15.12.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 137000 ; BYR ; кар
15.12.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 6 ; USD ; кар КИА
15.12.2008 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 71 ; USD ; кар
15.01.2009 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл официальная ; 792400 ; BYR ; зпл1
15.01.2009 ; Доход ; Атлант-М ; Мой кошелек ; Моя з/пл конверт ; 452 ; USD ; зпл2
15.01.2009 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация сотовых ; 10 ; USD ; моб
15.01.2009 ; Доход ; Атлант-М ; Мой кошелек ; Компенсация топлива ; 64640 ; BYR ; ДТ дек
15.01.2009 ; Доход ; Атлант-М ; Мой кошелек ; Подработка ; 15 ; USD ; жолуд
15.01.2009 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 11600 ; BYR ; мама
15.01.2009 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 22 ; USD ; БП
15.01.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 200 ; USD ; кар
15.01.2009 ; Доход ; Атлант-М ; Мой кошелек ; Ремонт ; 50000 ; BYR ; ноут
15.01.2009 ; Доход ; Атлант-М ; Мой кошелек ; Прочие ; 20 ; USD ; тлф разв
15.01.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 62 ; USD ; кар
15.01.2009 ; Доход ; Атлант-М ; Мой кошелек ; Прочие ; 7800 ; BYR ; шнур
15.01.2009 ; Доход ; Атлант-М ; Мой кошелек ; Прочие ; 15 ; USD ; розетка
15.01.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 4 ; USD ; кар
15.01.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 1 ; USD ; кар
15.01.2009 ; Доход ; Атлант-М ; Мой кошелек ; Прочие ; 70 ; USD ; принтера
15.01.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 133000 ; BYR ; кар
15.01.2009 ; Доход ; Атлант-М ; Мой кошелек ; Картриджи ; 28 ; USD ; кар
