1 ; 31.12.2001 00:01 ; Перенос ; НеЗадано ; 0 ; 224 ; 162 ; -1 ; -1 ; 328 ; USD ; 0 ; USD ;   ; 
32302 ; 21.05.2025 00:05 ; Расход ; ОплатаПоЕрип ; 0 ; 947 ; -1 ; 584 ; 282 ; 70 ; BYN ; 0 ;  ;   ; 
32303 ; 21.05.2025 00:06 ; Расход ; ОплатаПоЕрип ; 0 ; 947 ; -1 ; 269 ; 519 ; 3 ; BYN ; 0 ;  ;   ; 
32304 ; 21.05.2025 00:07 ; Расход ; ОплатаПоЕрип ; 0 ; 947 ; -1 ; 267 ; 364 ; 11.88 ; BYN ; 0 ;  ;   ; 2850 -2810 = 40 кВт
32305 ; 21.05.2025 00:08 ; Расход ; ОплатаПоЕрип ; 0 ; 947 ; -1 ; 270 ; 256 ; 4 ; BYN ; 0 ;  ;   ; Юля
32306 ; 21.05.2025 00:09 ; Расход ; ОплатаПоЕрип ; 0 ; 947 ; -1 ; 270 ; 256 ; 4 ; BYN ; 0 ;  ;   ; мой
32307 ; 21.05.2025 00:10 ; Расход ; КартаТерминал ; 0 ; 946 ; -1 ; 662 ; 256 ; 42.15 ; BYN ; 0 ;  ;   ; 
32308 ; 21.05.2025 00:11 ; Расход ; КартаТерминал ; 0 ; 946 ; -1 ; 662 ; 256 ; 10.46 ; BYN ; 0 ;  ;   ; 
32309 ; 21.05.2025 00:12 ; Расход ; КартаТерминал ; 0 ; 878 ; -1 ; 1090 ; 257 ; 60.15 ; BYN ; 0 ;  ;   ; 
32310 ; 21.05.2025 00:13 ; Расход ; КартаТерминал ; 0 ; 972 ; -1 ; 252 ; 446 ; 19.18 ; BYN ; 0 ;  ;   ; удобрение 16-16-16 3кг *2уп
32311 ; 21.05.2025 00:14 ; Расход ; КартаТерминал ; 0 ; 1104 ; -1 ; 252 ; 257 ; 75.81 ; BYN ; 0 ;  ;   ; 
32312 ; 21.05.2025 00:15 ; Расход ; КартаТерминал ; 0 ; 972 ; -1 ; 181 ; 362 ; 155.85 ; BYN ; 0 ;  ;   ; Ножницы аккумуляторные WORTEX SG 1820 XLT SOLO (1333482) без аккумулятора и зарядного (подходят от ножовки).  7745.by
32314 ; 21.05.2025 00:16 ; Перенос ; НеЗадано ; 0 ; 972 ; 878 ; -1 ; -1 ; 200 ; BYN ; 0 ;  ;   ; 
32315 ; 22.05.2025 00:01 ; Расход ; КартаТерминал ; 0 ; 1104 ; -1 ; 249 ; 257 ; 76.49 ; BYN ; 0 ;  ;   ; 
32319 ; 22.05.2025 00:02 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 180 ; 257 ; 10.5 ; BYN ; 0 ;  ;   ; яблоки
32316 ; 23.05.2025 00:01 ; Доход ; НеЗадано ; 0 ; 1091 ; -1 ; 443 ; 1008 ; 302 ; BYN ; 0 ;  ;   ; 
32317 ; 23.05.2025 00:02 ; Доход ; НеЗадано ; 0 ; 829 ; -1 ; 172 ; 1008 ; 100 ; USD ; 0 ;  ;   ; 
32318 ; 23.05.2025 00:03 ; Перенос ; НеЗадано ; 0 ; 1091 ; 972 ; -1 ; -1 ; 302 ; BYN ; 0 ;  ;   ; 
32320 ; 23.05.2025 00:04 ; Расход ; ОплатаПоЕрип ; 0 ; 972 ; -1 ; 184 ; 729 ; 84 ; BYN ; 0 ;  ;   ; Обмен прав #1
32321 ; 23.05.2025 00:05 ; Расход ; ОплатаПоЕрип ; 0 ; 972 ; -1 ; 184 ; 729 ; 1.68 ; BYN ; 0 ;  ;   ; Обмен прав #2
32322 ; 23.05.2025 00:06 ; Расход ; ОплатаПоЕрип ; 0 ; 972 ; -1 ; 184 ; 729 ; 3.36 ; BYN ; 0 ;  ;   ; Обмен прав #3
32324 ; 23.05.2025 00:07 ; Расход ; КартаТерминал ; 1 ; 878 ; -1 ; 1090 ; 257 ; 79.91 ; BYN ; 0 ;  ;   ; 
32323 ; 23.05.2025 00:08 ; Расход ; КартаТерминал ; 1 ; 878 ; -1 ; 1090 ; 256 ; 2.16 ; BYN ; 0 ;  ;   ; 
32329 ; 23.05.2025 00:09 ; Расход ; ПриложениеПродавца ; 0 ; 972 ; -1 ; 845 ; 256 ; 75.59 ; BYN ; 0 ;  ;   ; штатив, ручки ...
32330 ; 24.05.2025 00:01 ; Расход ; ПриложениеПродавца ; 0 ; 972 ; -1 ; 845 ; 197 ; 9.22 ; BYN ; 0 ;  ;   ; шнурки
32325 ; 25.05.2025 00:01 ; Расход ; КартаТерминал ; 0 ; 878 ; -1 ; 249 ; 257 ; 74.88 ; BYN ; 0 ;  ;   ; 
32326 ; 25.05.2025 00:02 ; Расход ; КартаТерминал ; 0 ; 878 ; -1 ; 1090 ; 257 ; 12.01 ; BYN ; 0 ;  ;   ; 
32328 ; 26.05.2025 00:01 ; Расход ; КартаТерминал ; 1 ; 878 ; -1 ; 1090 ; 257 ; 19.62 ; BYN ; 0 ;  ;   ; 
32327 ; 26.05.2025 00:02 ; Расход ; КартаТерминал ; 1 ; 878 ; -1 ; 1090 ; 256 ; 1.08 ; BYN ; 0 ;  ;   ; 
32368 ; 26.05.2025 00:03 ; Расход ; КартаТерминал ; 0 ; 878 ; -1 ; 252 ; 257 ; 1.2 ; BYN ; 0 ;  ;   ; 
32331 ; 26.05.2025 00:04 ; Перенос ; НеЗадано ; 0 ; 972 ; 947 ; -1 ; -1 ; 200 ; BYN ; 0 ;  ;   ; 
32333 ; 27.05.2025 00:01 ; Расход ; КартаТерминал ; 1 ; 1104 ; -1 ; 523 ; 257 ; 31.12 ; BYN ; 0 ;  ;   ; 
32332 ; 27.05.2025 00:02 ; Расход ; КартаТерминал ; 1 ; 1104 ; -1 ; 523 ; 256 ; 11.28 ; BYN ; 0 ;  ;   ; 
32334 ; 27.05.2025 00:03 ; Расход ; КартаТерминал ; 0 ; 946 ; -1 ; 1090 ; 257 ; 37.8 ; BYN ; 0 ;  ;   ; 
32337 ; 28.05.2025 00:01 ; Расход ; КартаТерминал ; 0 ; 947 ; -1 ; 249 ; 257 ; 136.33 ; BYN ; 0 ;  ;   ; 
32335 ; 28.05.2025 00:02 ; Расход ; КартаТерминал ; 0 ; 946 ; -1 ; 302 ; 256 ; 27 ; BYN ; 0 ;  ;   ; Юля стрижка
32336 ; 28.05.2025 00:03 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 302 ; 256 ; 5 ; BYN ; 0 ;  ;   ; Юля стрижка
32361 ; 28.05.2025 00:04 ; Доход ; НеЗадано ; 0 ; 883 ; -1 ; 242 ; 208 ; 977.07 ; BYN ; 0 ;  ;   ; 
32391 ; 28.05.2025 00:05 ; Доход ; НеЗадано ; 0 ; 167 ; -1 ; 225 ; 228 ; 100 ; USD ; 0 ;  ;   ; Илья на ДР
32392 ; 28.05.2025 00:06 ; Доход ; НеЗадано ; 0 ; 167 ; -1 ; 225 ; 228 ; 50 ; USD ; 0 ;  ;   ; родители на ДР
32338 ; 29.05.2025 00:01 ; Расход ; КартаТерминал ; 0 ; 878 ; -1 ; 1090 ; 257 ; 22.83 ; BYN ; 0 ;  ;   ; 
32343 ; 29.05.2025 00:02 ; Расход ; КартаТерминал ; 0 ; 946 ; -1 ; 826 ; 256 ; 15.9 ; BYN ; 0 ;  ;   ; 
32352 ; 29.05.2025 00:03 ; Расход ; КартаДругое ; 0 ; 972 ; -1 ; 264 ; 256 ; 1 ; BYN ; 0 ;  ;   ; 
32362 ; 29.05.2025 00:04 ; Доход ; НеЗадано ; 0 ; 938 ; -1 ; 378 ; 208 ; 749.42 ; RUB ; 0 ;  ;   ; 
32363 ; 29.05.2025 00:05 ; Перенос ; НеЗадано ; 0 ; 938 ; 912 ; -1 ; -1 ; 749.42 ; RUB ; 0 ;  ;   ; 
32365 ; 29.05.2025 00:06 ; Перенос ; НеЗадано ; 0 ; 912 ; 1100 ; -1 ; -1 ; 749.42 ; RUB ; 0 ;  ;   ; 
32364 ; 29.05.2025 00:07 ; Доход ; НеЗадано ; 0 ; 1100 ; -1 ; 378 ; 208 ; 96.22 ; RUB ; 0 ;  ;   ; 
32371 ; 29.05.2025 00:08 ; Расход ; КартаДругое ; 0 ; 946 ; -1 ; 264 ; 256 ; 2 ; BYN ; 0 ;  ;   ; 
32339 ; 30.05.2025 00:01 ; Расход ; КартаТерминал ; 0 ; 878 ; -1 ; 249 ; 257 ; 4.11 ; BYN ; 0 ;  ;   ; 
32340 ; 30.05.2025 00:02 ; Расход ; КартаТерминал ; 0 ; 946 ; -1 ; 255 ; 199 ; 1.16 ; BYN ; 0 ;  ;   ; бахилы *2
32342 ; 30.05.2025 00:03 ; Расход ; КартаТерминал ; 1 ; 946 ; -1 ; 1090 ; 257 ; 29.01 ; BYN ; 0 ;  ;   ; 
32341 ; 30.05.2025 00:04 ; Расход ; КартаТерминал ; 1 ; 946 ; -1 ; 1090 ; 256 ; 4.18 ; BYN ; 0 ;  ;   ; 
32355 ; 30.05.2025 00:05 ; Расход ; ПриложениеПродавца ; 0 ; 972 ; -1 ; 845 ; 256 ; 57.67 ; BYN ; 0 ;  ;   ; корм коты 2 кг
32366 ; 30.05.2025 00:06 ; Доход ; НеЗадано ; 0 ; 879 ; -1 ; 339 ; 208 ; 14.54 ; USD ; 0 ;  ;   ; 
32372 ; 30.05.2025 00:07 ; Расход ; КартаДругое ; 0 ; 946 ; -1 ; 264 ; 256 ; 2 ; BYN ; 0 ;  ;   ; 
32374 ; 30.05.2025 00:08 ; Доход ; НеЗадано ; 0 ; 946 ; -1 ; 246 ; 208 ; 0.64 ; BYN ; 0 ;  ;   ; 
32375 ; 30.05.2025 00:09 ; Доход ; НеЗадано ; 0 ; 946 ; -1 ; 246 ; 701 ; 5.18 ; BYN ; 0 ;  ;   ; 
32403 ; 30.05.2025 00:10 ; Доход ; НеЗадано ; 0 ; 947 ; -1 ; 246 ; 208 ; 0.17 ; BYN ; 0 ;  ;   ; 
32404 ; 30.05.2025 00:11 ; Доход ; НеЗадано ; 0 ; 947 ; -1 ; 246 ; 701 ; 2.68 ; BYN ; 0 ;  ;   ; 
32349 ; 31.05.2025 00:02 ; Расход ; КартаТерминал ; 1 ; 946 ; -1 ; 249 ; 257 ; 18.76 ; BYN ; 0 ;  ;   ; 
32348 ; 31.05.2025 00:03 ; Расход ; КартаТерминал ; 1 ; 946 ; -1 ; 249 ; 256 ; 24.67 ; BYN ; 0 ;  ;   ; 
32350 ; 31.05.2025 00:04 ; Расход ; КартаТерминал ; 0 ; 946 ; -1 ; 249 ; 257 ; 0.19 ; BYN ; 0 ;  ;   ; 
32351 ; 31.05.2025 00:05 ; Расход ; КартаТерминал ; 0 ; 946 ; -1 ; 252 ; 257 ; 2.3 ; BYN ; 0 ;  ;   ; 
32367 ; 31.05.2025 00:06 ; Расход ; БанкСписал ; 0 ; 878 ; -1 ; 243 ; 847 ; 2.99 ; BYN ; 0 ;  ;   ; 
32369 ; 31.05.2025 00:07 ; Обмен ; НеЗадано ; 0 ; 857 ; 946 ; -1 ; -1 ; 30 ; USD ; 88.95 ; BYN ;   ; 
32373 ; 31.05.2025 00:08 ; Расход ; КартаДругое ; 0 ; 946 ; -1 ; 264 ; 256 ; 2 ; BYN ; 0 ;  ;   ; 
32397 ; 31.05.2025 00:09 ; Доход ; НеЗадано ; 0 ; 829 ; -1 ; 696 ; 208 ; 0.02 ; USD ; 0 ;  ;   ; 
32354 ; 01.06.2025 00:01 ; Расход ; КартаТерминал ; 0 ; 972 ; -1 ; 523 ; 257 ; 1.95 ; BYN ; 0 ;  ;   ; 
32356 ; 01.06.2025 00:02 ; Перенос ; НеЗадано ; 0 ; 883 ; 783 ; -1 ; -1 ; 400 ; BYN ; 0 ;  ;   ; 
32357 ; 01.06.2025 00:03 ; Перенос ; НеЗадано ; 0 ; 783 ; 972 ; -1 ; -1 ; 200 ; BYN ; 0 ;  ;   ; 
32358 ; 01.06.2025 00:04 ; Перенос ; НеЗадано ; 0 ; 783 ; 878 ; -1 ; -1 ; 200.00 ; BYN ; 0 ;  ;   ; 
32344 ; 01.06.2025 00:05 ; Расход ; КартаТерминал ; 0 ; 878 ; -1 ; 249 ; 257 ; 23.64 ; BYN ; 0 ;  ;   ; 
32370 ; 01.06.2025 00:06 ; Расход ; ПриложениеПродавца ; 0 ; 946 ; -1 ; 845 ; 256 ; 8.86 ; BYN ; 0 ;  ;   ; 
32345 ; 02.06.2025 00:01 ; Расход ; КартаТерминал ; 0 ; 946 ; -1 ; 255 ; 199 ; 65.95 ; BYN ; 0 ;  ;   ; 
32347 ; 02.06.2025 00:02 ; Расход ; КартаТерминал ; 1 ; 878 ; -1 ; 1090 ; 257 ; 55.52 ; BYN ; 0 ;  ;   ; 
32346 ; 02.06.2025 00:03 ; Расход ; КартаТерминал ; 1 ; 878 ; -1 ; 1090 ; 256 ; 1.08 ; BYN ; 0 ;  ;   ; 
32353 ; 02.06.2025 00:04 ; Расход ; КартаДругое ; 0 ; 972 ; -1 ; 264 ; 256 ; 1 ; BYN ; 0 ;  ;   ; 
32359 ; 02.06.2025 00:05 ; Доход ; НеЗадано ; 0 ; 972 ; -1 ; 971 ; 208 ; 2.5 ; BYN ; 0 ;  ;   ; 
32360 ; 02.06.2025 00:06 ; Перенос ; НеЗадано ; 0 ; 972 ; 878 ; -1 ; -1 ; 200 ; BYN ; 0 ;  ;   ; 
32376 ; 03.06.2025 00:01 ; Обмен ; НеЗадано ; 0 ; 857 ; 946 ; -1 ; -1 ; 30 ; USD ; 89.55 ; BYN ;   ; 
32377 ; 03.06.2025 00:02 ; Доход ; НеЗадано ; 0 ; 954 ; -1 ; 242 ; 208 ; 35.31 ; BYN ; 0 ;  ;   ; 40.59 - налог  (5 балов было за ДР)
32378 ; 03.06.2025 00:03 ; Перенос ; НеЗадано ; 0 ; 954 ; 783 ; -1 ; -1 ; 35.31 ; BYN ; 0 ;  ;   ; 
32380 ; 03.06.2025 00:04 ; Перенос ; НеЗадано ; 0 ; 783 ; 883 ; -1 ; -1 ; 35.31 ; BYN ; 0 ;  ;   ; 
32379 ; 03.06.2025 00:05 ; Доход ; НеЗадано ; 0 ; 972 ; -1 ; 971 ; 701 ; 5.8 ; BYN ; 0 ;  ;   ; 
32381 ; 03.06.2025 00:06 ; Перенос ; НеЗадано ; 0 ; 972 ; 1104 ; -1 ; -1 ; 150 ; BYN ; 0 ;  ;   ; 
32382 ; 03.06.2025 00:07 ; Доход ; НеЗадано ; 0 ; 1104 ; -1 ; 243 ; 701 ; 24.4 ; BYN ; 0 ;  ;   ; 
32383 ; 03.06.2025 00:08 ; Расход ; КартаТерминал ; 0 ; 946 ; -1 ; 254 ; 193 ; 54 ; BYN ; 0 ;  ;   ; Юля ходила к иллюстраторам
32384 ; 03.06.2025 00:09 ; Расход ; КартаДругое ; 0 ; 946 ; -1 ; 264 ; 256 ; 2 ; BYN ; 0 ;  ;   ; 
32385 ; 03.06.2025 00:10 ; Расход ; КартаТерминал ; 0 ; 1104 ; -1 ; 1090 ; 257 ; 33.42 ; BYN ; 0 ;  ;   ; 
32386 ; 03.06.2025 00:11 ; Расход ; КартаТерминал ; 0 ; 972 ; -1 ; 255 ; 355 ; 14.7 ; BYN ; 0 ;  ;   ; мне очки +1, положить на даче
32443 ; 03.06.2025 00:12 ; Доход ; НеЗадано ; 0 ; 878 ; -1 ; 243 ; 701 ; 29.4 ; BYN ; 0 ;  ;   ; 
32387 ; 04.06.2025 00:01 ; Обмен ; НеЗадано ; 0 ; 857 ; 946 ; -1 ; -1 ; 30 ; USD ; 89.34 ; BYN ;   ; 
32388 ; 04.06.2025 00:02 ; Расход ; КартаТерминал ; 0 ; 946 ; -1 ; 302 ; 256 ; 84 ; BYN ; 0 ;  ;   ; Юля ходила с хлопцами в юр консультацию
32389 ; 04.06.2025 00:03 ; Расход ; КартаТерминал ; 0 ; 878 ; -1 ; 252 ; 257 ; 6.98 ; BYN ; 0 ;  ;   ; 
32390 ; 04.06.2025 00:04 ; Расход ; КартаТерминал ; 0 ; 1104 ; -1 ; 249 ; 257 ; 56.84 ; BYN ; 0 ;  ;   ; 
32417 ; 04.06.2025 00:05 ; Перенос ; НеЗадано ; 0 ; 162 ; 163 ; -1 ; -1 ; 15 ; BYN ; 0 ;  ;   ; 
32393 ; 04.06.2025 00:06 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 302 ; 256 ; 20 ; BYN ; 0 ;  ;   ; Юля  скидывалась на сходку Халата
32394 ; 04.06.2025 00:07 ; Расход ; КартаДругое ; 0 ; 946 ; -1 ; 264 ; 256 ; 4 ; BYN ; 0 ;  ;   ; 
32407 ; 04.06.2025 00:08 ; Расход ; КартаТерминал ; 0 ; 878 ; -1 ; 252 ; 256 ; 7.74 ; BYN ; 0 ;  ;   ; 
32395 ; 05.06.2025 00:01 ; Доход ; НеЗадано ; 0 ; 1091 ; -1 ; 443 ; 204 ; 1866.09 ; BYN ; 0 ;  ;   ; з.п. без 2 дней что был на больничном, будет позже, когда принесу
32396 ; 05.06.2025 00:02 ; Доход ; НеЗадано ; 0 ; 829 ; -1 ; 172 ; 204 ; 1130 ; USD ; 0 ;  ;   ; 
32398 ; 05.06.2025 00:03 ; Расход ; ПереводПоЕрип ; 0 ; 1091 ; -1 ; 725 ; 256 ; 300 ; BYN ; 0 ;  ;   ; 
32399 ; 05.06.2025 00:04 ; Перенос ; НеЗадано ; 0 ; 1091 ; 972 ; -1 ; -1 ; 1566 ; BYN ; 0 ;  ;   ; 
32401 ; 05.06.2025 00:05 ; Расход ; КартаТерминал ; 1 ; 878 ; -1 ; 249 ; 257 ; 71.19 ; BYN ; 0 ;  ;   ; 
32400 ; 05.06.2025 00:06 ; Расход ; КартаТерминал ; 1 ; 878 ; -1 ; 249 ; 256 ; 2.18 ; BYN ; 0 ;  ;   ; 
32402 ; 05.06.2025 00:07 ; Перенос ; НеЗадано ; 0 ; 972 ; 1104 ; -1 ; -1 ; 275 ; BYN ; 0 ;  ;   ; 
32444 ; 05.06.2025 00:08 ; Расход ; КартаДругое ; 0 ; 946 ; -1 ; 264 ; 256 ; 2 ; BYN ; 0 ;  ;   ; 
32656 ; 05.06.2025 00:09 ; Расход ; НеЗадано ; 0 ; 1103 ; -1 ; 971 ; 847 ; 1.34 ; USD ; 0 ;  ;   ; 
32405 ; 06.06.2025 00:01 ; Расход ; КартаТерминал ; 0 ; 946 ; -1 ; 252 ; 446 ; 6.3 ; BYN ; 0 ;  ;   ; 
32406 ; 06.06.2025 00:02 ; Расход ; КартаТерминал ; 0 ; 878 ; -1 ; 252 ; 257 ; 8.41 ; BYN ; 0 ;  ;   ; 
32408 ; 06.06.2025 00:03 ; Расход ; КартаДругое ; 0 ; 946 ; -1 ; 264 ; 256 ; 2 ; BYN ; 0 ;  ;   ; 
32409 ; 06.06.2025 00:04 ; Расход ; КартаТерминал ; 0 ; 1104 ; -1 ; 249 ; 257 ; 69.01 ; BYN ; 0 ;  ;   ; 
32410 ; 06.06.2025 00:05 ; Расход ; КартаТерминал ; 0 ; 946 ; -1 ; 662 ; 256 ; 6.07 ; BYN ; 0 ;  ;   ; 
32411 ; 08.06.2025 00:01 ; Расход ; КартаТерминал ; 0 ; 1104 ; -1 ; 249 ; 257 ; 72.1 ; BYN ; 0 ;  ;   ; 
32412 ; 08.06.2025 00:02 ; Расход ; КартаТерминал ; 0 ; 972 ; -1 ; 255 ; 199 ; 15.01 ; BYN ; 0 ;  ;   ; 
32413 ; 09.06.2025 00:01 ; Расход ; КартаТерминал ; 0 ; 878 ; -1 ; 1090 ; 257 ; 32.57 ; BYN ; 0 ;  ;   ; 
32414 ; 09.06.2025 00:02 ; Расход ; КартаТерминал ; 0 ; 946 ; -1 ; 252 ; 256 ; 18.51 ; BYN ; 0 ;  ;   ; нитки, молния
32415 ; 09.06.2025 00:03 ; Расход ; КартаТерминал ; 0 ; 946 ; -1 ; 252 ; 256 ; 9.48 ; BYN ; 0 ;  ;   ; фурнитура сумочная
32416 ; 09.06.2025 00:04 ; Расход ; КартаТерминал ; 0 ; 946 ; -1 ; 255 ; 199 ; 1.22 ; BYN ; 0 ;  ;   ; 
32418 ; 09.06.2025 00:05 ; Расход ; ПриложениеПродавца ; 0 ; 972 ; -1 ; 845 ; 256 ; 41.87 ; BYN ; 0 ;  ;   ; фурнитура к сумке
32420 ; 10.06.2025 00:01 ; Расход ; КартаТерминал ; 0 ; 1104 ; -1 ; 252 ; 257 ; 17 ; BYN ; 0 ;  ;   ; 
32421 ; 10.06.2025 00:02 ; Расход ; КартаТерминал ; 0 ; 1104 ; -1 ; 1090 ; 257 ; 30.04 ; BYN ; 0 ;  ;   ; 
32428 ; 10.06.2025 00:03 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 225 ; 256 ; -12 ; BYN ; 0 ;  ;   ; родители отдали, покупал ремешок для часов на WB
32419 ; 11.06.2025 00:01 ; Расход ; ПриложениеПродавца ; 0 ; 947 ; -1 ; 272 ; 718 ; 98.8 ; BYN ; 0 ;  ; 1066 ; 38 л ДтЕвро5 ()
32426 ; 11.06.2025 00:02 ; Расход ; КартаТерминал ; 1 ; 878 ; -1 ; 1090 ; 257 ; 68.13 ; BYN ; 0 ;  ;   ; 
32425 ; 11.06.2025 00:03 ; Расход ; КартаТерминал ; 1 ; 878 ; -1 ; 1090 ; 256 ; 2.16 ; BYN ; 0 ;  ;   ; 
32423 ; 12.06.2025 00:01 ; Расход ; КартаТерминал ; 1 ; 1104 ; -1 ; 523 ; 257 ; 68.23 ; BYN ; 0 ;  ;   ; 
32422 ; 12.06.2025 00:02 ; Расход ; КартаТерминал ; 1 ; 1104 ; -1 ; 523 ; 256 ; 10.99 ; BYN ; 0 ;  ;   ; 
32424 ; 12.06.2025 00:03 ; Расход ; КартаТерминал ; 0 ; 972 ; -1 ; 255 ; 199 ; 17.2 ; BYN ; 0 ;  ;   ; 
32427 ; 12.06.2025 00:04 ; Расход ; КартаТерминал ; 0 ; 878 ; -1 ; 1090 ; 257 ; 39.41 ; BYN ; 0 ;  ;   ; 
32429 ; 12.06.2025 00:05 ; Доход ; НеЗадано ; 0 ; 883 ; -1 ; 242 ; 208 ; 978.49 ; BYN ; 0 ;  ;   ; 
32430 ; 13.06.2025 00:01 ; Расход ; КартаТерминал ; 0 ; 972 ; -1 ; 272 ; 362 ; 37.5 ; BYN ; 0 ;  ;   ; Аи92 15л
32431 ; 13.06.2025 00:02 ; Расход ; КартаТерминал ; 0 ; 878 ; -1 ; 249 ; 257 ; 83.73 ; BYN ; 0 ;  ;   ; 
32432 ; 13.06.2025 00:03 ; Расход ; КартаТерминал ; 0 ; 878 ; -1 ; 249 ; 257 ; 5.25 ; BYN ; 0 ;  ;   ; 
32433 ; 15.06.2025 00:01 ; Перенос ; НеЗадано ; 0 ; 972 ; 1104 ; -1 ; -1 ; 300 ; BYN ; 0 ;  ;   ; 
32436 ; 15.06.2025 00:02 ; Расход ; КартаТерминал ; 1 ; 1104 ; -1 ; 824 ; 257 ; 92.94 ; BYN ; 0 ;  ;   ; 
32435 ; 15.06.2025 00:03 ; Расход ; КартаТерминал ; 1 ; 1104 ; -1 ; 824 ; 256 ; 21.49 ; BYN ; 0 ;  ;   ; 
32437 ; 15.06.2025 00:04 ; Расход ; КартаТерминал ; 0 ; 972 ; -1 ; 255 ; 199 ; 7.57 ; BYN ; 0 ;  ;   ; 
32438 ; 15.06.2025 00:05 ; Расход ; КартаТерминал ; 0 ; 972 ; -1 ; 252 ; 362 ; 8 ; BYN ; 0 ;  ;   ; перчатки *2
32439 ; 15.06.2025 00:06 ; Расход ; КартаТерминал ; 0 ; 972 ; -1 ; 252 ; 362 ; 15 ; BYN ; 0 ;  ;   ; подпоры для цветов *2
32440 ; 15.06.2025 00:07 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 180 ; 446 ; 9 ; BYN ; 0 ;  ;   ; рассада огурцов *3
32441 ; 15.06.2025 00:08 ; Расход ; ПриложениеПродавца ; 0 ; 972 ; -1 ; 845 ; 203 ; 22.4 ; BYN ; 0 ;  ;   ; ролики для двери в стенном шкафу (комплект на 1 дверь)
32442 ; 15.06.2025 00:09 ; Расход ; КартаТерминал ; 0 ; 972 ; -1 ; 252 ; 362 ; 19.2 ; BYN ; 0 ;  ;   ; капли коту на холку от клещей
32434 ; 16.06.2025 00:01 ; Расход ; ПереводПоЕрип ; 0 ; 1104 ; -1 ; 1090 ; 257 ; 15.9 ; BYN ; 0 ;  ;   ; Борис ходил
32445 ; 16.06.2025 00:02 ; Перенос ; НеЗадано ; 0 ; 972 ; 947 ; -1 ; -1 ; 100 ; BYN ; 0 ;  ;   ; 
32446 ; 16.06.2025 00:03 ; Расход ; БанкСписал ; 0 ; 947 ; -1 ; 584 ; 282 ; 100 ; BYN ; 0 ;  ;   ; 
32447 ; 17.06.2025 00:01 ; Расход ; КартаТерминал ; 0 ; 1104 ; -1 ; 824 ; 257 ; 54.97 ; BYN ; 0 ;  ;   ; 
32450 ; 18.06.2025 00:01 ; Перенос ; НеЗадано ; 0 ; 972 ; 878 ; -1 ; -1 ; 100 ; BYN ; 0 ;  ;   ; 
32451 ; 18.06.2025 00:02 ; Перенос ; НеЗадано ; 0 ; 972 ; 946 ; -1 ; -1 ; 100 ; BYN ; 0 ;  ;   ; 
32454 ; 18.06.2025 00:03 ; Расход ; КартаТерминал ; 0 ; 878 ; -1 ; 1090 ; 257 ; 40.43 ; BYN ; 0 ;  ;   ; 
32455 ; 18.06.2025 00:04 ; Расход ; КартаТерминал ; 0 ; 946 ; -1 ; 662 ; 256 ; 54.03 ; BYN ; 0 ;  ;   ; 
32449 ; 19.06.2025 00:01 ; Расход ; КартаТерминал ; 1 ; 1104 ; -1 ; 824 ; 257 ; 123.53 ; BYN ; 0 ;  ;   ; 
32448 ; 19.06.2025 00:02 ; Расход ; КартаТерминал ; 1 ; 1104 ; -1 ; 824 ; 256 ; 24.83 ; BYN ; 0 ;  ;   ; 
32452 ; 19.06.2025 00:03 ; Перенос ; НеЗадано ; 0 ; 972 ; 947 ; -1 ; -1 ; 250 ; BYN ; 0 ;  ;   ; 
32453 ; 19.06.2025 00:04 ; Перенос ; НеЗадано ; 0 ; 972 ; 1114 ; -1 ; -1 ; 5 ; BYN ; 0 ;  ;   ; 
32456 ; 19.06.2025 00:05 ; Расход ; БанкСписал ; 0 ; 947 ; -1 ; 241 ; 285 ; 9 ; BYN ; 0 ;  ;   ; 
32457 ; 19.06.2025 00:06 ; Расход ; ОплатаПоЕрип ; 0 ; 947 ; -1 ; 266 ; 278 ; 168.04 ; BYN ; 0 ;  ;   ; 
32458 ; 19.06.2025 00:07 ; Расход ; ОплатаПоЕрип ; 0 ; 947 ; -1 ; 268 ; 281 ; 2.74 ; BYN ; 0 ;  ;   ; 116 - 111 = 5 куб м
32459 ; 19.06.2025 00:08 ; Расход ; ОплатаПоЕрип ; 0 ; 947 ; -1 ; 267 ; 364 ; 29.69 ; BYN ; 0 ;  ;   ; 2950 - 2850 = 100 кВт
32460 ; 19.06.2025 00:09 ; Расход ; ОплатаПоЕрип ; 0 ; 947 ; -1 ; 600 ; 599 ; 3.68 ; BYN ; 0 ;  ;   ; 
32461 ; 19.06.2025 00:10 ; Расход ; ОплатаПоЕрип ; 0 ; 947 ; -1 ; 270 ; 256 ; 5 ; BYN ; 0 ;  ;   ; Юля
32462 ; 19.06.2025 00:11 ; Расход ; ОплатаПоЕрип ; 0 ; 947 ; -1 ; 270 ; 256 ; 5 ; BYN ; 0 ;  ;   ; мой
32463 ; 21.06.2025 00:01 ; Перенос ; НеЗадано ; 0 ; 972 ; 1104 ; -1 ; -1 ; 300 ; BYN ; 0 ;  ;   ; 
