31.12.2001 18:00:00 ; Перенос ; Для ввода стартовых остатков ; Мой кошелек ; 328 ; USD ; 0 ; USD ;   ; 
20.04.2017 3:16:00 ; Обмен ; БИБ Сберка Моцная ; БИБ Вал шкат USD ; 246900 ; BYN ; 131120.55 ; USD ; БИБ | Форекс ; cycle 00016
20.04.2017 3:17:00 ; Перенос ; Мой кошелек ; Юлин кошелек ; 40 ; BYN ; 0 ; USD ;   ; 
20.04.2017 3:18:00 ; Расход ; Юлин кошелек ;  ; 4.69 ; BYN ; 0 ; USD ; Простор | Прочие расходы ; прокладки
20.04.2017 3:18:00 ; Расход ; Юлин кошелек ;  ; 7.23 ; BYN ; 0 ; USD ; Простор | Продукты в целом ; 
20.04.2017 3:18:00 ; Перенос ; БИБ Сберка Моцная ; Мой кошелек ; 60 ; BYN ; 0 ; USD ;   ; 
20.04.2017 3:19:00 ; Расход ; Юлин кошелек ;  ; 5.32 ; BYN ; 0 ; USD ; Прочие расходы | Белита ; 
20.04.2017 3:19:00 ; Расход ; Мой кошелек ;  ; 0.26 ; BYN ; 0 ; USD ; Евроопт | Продукты в целом ; 
21.04.2017 3:20:00 ; Расход ; Юлин кошелек ;  ; 10 ; BYN ; 0 ; USD ; Простор | Продукты в целом ; 
21.04.2017 3:21:00 ; Расход ; Юлин кошелек ;  ; 2 ; BYN ; 0 ; USD ; Прочие расходы | Прочие услугодатели ; кладбище
21.04.2017 3:22:00 ; Расход ; Юлин кошелек ;  ; 1.2 ; BYN ; 0 ; USD ; Минсктранс | Прочие расходы ; 
21.04.2017 3:23:00 ; Расход ; Мой кошелек ;  ; 6.87 ; BYN ; 0 ; USD ; Евроопт | Продукты в целом ; 
21.04.2017 3:24:00 ; Доход ; БГПБ На 2 года 21/03/2016 - 21/03/2018 byn ;  ; 110.7 ; BYN ; 0 ; USD ; БГПБ | Проценты по депозитам ; 
22.04.2017 3:23:00 ; Расход ; Юлин кошелек ;  ; 5 ; BYN ; 0 ; USD ; На мероприятия | Прочие расходы ; хлопцы на экскурсию
22.04.2017 3:24:00 ; Расход ; Мой кошелек ;  ; 10 ; BYN ; 0 ; USD ; На мероприятия | Прочие расходы ; хлопцы на экскурсию
22.04.2017 3:25:00 ; Перенос ; Мой кошелек ; Юлин кошелек ; 20 ; BYN ; 0 ; USD ;   ; 
22.04.2017 3:26:00 ; Расход ; Юлин кошелек ;  ; 4.37 ; BYN ; 0 ; USD ; Прочие расходы | Прочие магазины ; кот корм
22.04.2017 3:27:00 ; Расход ; Юлин кошелек ;  ; 12 ; BYN ; 0 ; USD ; Простор | Продукты в целом ; 
23.04.2017 3:26:00 ; Перенос ; БИБ Активный 24/12/2016 - 19/12/2017 12% BYN ; БИБ Сберка Моцная ; 50 ; BYN ; 0 ; USD ;   ; 
23.04.2017 3:27:00 ; Расход ; БИБ Сберка Моцная ;  ; 30.47 ; BYN ; 0 ; USD ; Простор | Прочие расходы ; бритвыб прокладки и пр
23.04.2017 3:27:00 ; Расход ; БИБ Сберка Моцная ;  ; 71.87 ; BYN ; 0 ; USD ; Простор | Продукты в целом ; 
24.04.2017 3:28:00 ; Расход ; Юлин кошелек ;  ; 2.54 ; BYN ; 0 ; USD ; Прочие магазины | Прочие расходы ; 2 набора иголок
24.04.2017 3:29:00 ; Расход ; Юлин кошелек ;  ; 4.11 ; BYN ; 0 ; USD ; Евроопт | Продукты в целом ; 
25.04.2017 3:30:00 ; Перенос ; Мой кошелек ; Юлин кошелек ; 20 ; BYN ; 0 ; USD ;   ; 
25.04.2017 3:31:00 ; Перенос ; БИБ Активный 24/12/2016 - 19/12/2017 12% BYN ; БИБ Сберка Моцная ; 100 ; BYN ; 0 ; USD ;   ; 
25.04.2017 3:32:00 ; Перенос ; БИБ Сберка Моцная ; Мой кошелек ; 45 ; BYN ; 0 ; USD ;   ; 
25.04.2017 3:33:00 ; Расход ; БИБ Сберка Моцная ;  ; 4.7 ; BYN ; 0 ; USD ; Простор | Продукты в целом ; 
25.04.2017 3:34:00 ; Расход ; БИБ Сберка Моцная ;  ; 11.45 ; BYN ; 0 ; USD ; Лекарства | Аптеки ; 
25.04.2017 3:35:00 ; Обмен ; БИБ Вал шкат USD ; БИБ Сберка Моцная ; 131120.55 ; USD ; 244408.7 ; BYN ; БИБ | Форекс ; cycle 00017
25.04.2017 3:36:00 ; Перенос ; БИБ Сберка Моцная ; БИБ Активный 24/12/2016 - 19/12/2017 12% BYN ; 244400 ; BYN ; 0 ; USD ; Форекс ; cycle 00017
26.04.2017 3:37:00 ; Перенос ; БИБ Активный 24/12/2016 - 19/12/2017 12% BYN ; БИБ Сберка Моцная ; 245000 ; BYN ; 0 ; USD ; Форекс ; cycle 00017
26.04.2017 3:38:00 ; Обмен ; БИБ Сберка Моцная ; БИБ к Активному EUR ; 245000 ; BYN ; 121287.13 ; EUR ; БИБ | Форекс ; cycle 00017
26.04.2017 3:39:00 ; Перенос ; БИБ к Активному EUR ; БИБ Активный 5/12/2016 - 30/11/2017 3% EUR ; 121287.13 ; EUR ; 0 ; USD ; Форекс ; cycle 00017
26.04.2017 3:40:00 ; Перенос ; БИБ Активный 5/12/2016 - 30/11/2017 3% EUR ; БИБ к Активному EUR ; 121297.6 ; EUR ; 0 ; USD ; Форекс ; cycle 00017. бессмысленная пара операций, просто евро пополз вниз
26.04.2017 3:41:00 ; Обмен ; БИБ к Активному EUR ; БИБ Сберка Моцная ; 121297.6 ; EUR ; 246719.32 ; BYN ; БИБ | Форекс ; cycle 00017
26.04.2017 3:42:00 ; Обмен ; БИБ Сберка Моцная ; БИБ Вал шкат USD ; 246719.32 ; BYN ; 131794.51 ; USD ; БИБ | Форекс ; cycle 00017, профит 0,28% 366$
26.04.2017 3:43:00 ; Перенос ; БИБ Вал шкат USD ; БИБ Активный 5/12/2016 - 30/11/2017 3% USD ; 131794.51 ; USD ; 0 ; USD ;   ; 
26.04.2017 3:44:00 ; Расход ; Юлин кошелек ;  ; 2.65 ; BYN ; 0 ; USD ; Радзивиловский | Продукты в целом ; 
26.04.2017 3:45:00 ; Расход ; Юлин кошелек ;  ; 2.45 ; BYN ; 0 ; USD ; Радзивиловский | Продукты в целом ; 
27.04.2017 3:46:00 ; Расход ; Юлин кошелек ;  ; 18.5 ; BYN ; 0 ; USD ; Продукты в целом | Простор ; 
27.04.2017 3:47:00 ; Перенос ; Мой кошелек ; Юлин кошелек ; 40 ; BYN ; 0 ; USD ;   ; 
27.04.2017 3:47:00 ; Расход ; БИБ Сберка Моцная ;  ; 2.5 ; BYN ; 0 ; USD ; Велком | Прочие расходы ; глеб
28.04.2017 3:48:00 ; Перенос ; БИБ Активный 24/12/2016 - 19/12/2017 12% BYN ; БИБ Сберка Моцная ; 100 ; BYN ; 0 ; USD ;   ; 
28.04.2017 3:49:00 ; Перенос ; БИБ Сберка Моцная ; Мой кошелек ; 100 ; BYN ; 0 ; USD ;   ; 
28.04.2017 3:50:00 ; Расход ; Мой кошелек ;  ; 57.94 ; BYN ; 0 ; USD ; ОСАГО | Обслуживание авто ; 
28.04.2017 3:51:00 ; Расход ; БИБ Сберка Моцная ;  ; 11.3 ; BYN ; 0 ; USD ; Евроопт | Продукты в целом ; 
28.04.2017 3:52:00 ; Расход ; Юлин кошелек ;  ; 7.92 ; BYN ; 0 ; USD ; Белита | Прочие расходы ; 
28.04.2017 3:53:00 ; Расход ; Юлин кошелек ;  ; 3.36 ; BYN ; 0 ; USD ; Радзивиловский | Продукты в целом ; 
28.04.2017 3:54:00 ; Расход ; Юлин кошелек ;  ; 9 ; BYN ; 0 ; USD ; На карманные расходы | Прочие расходы ; 
29.04.2017 3:55:00 ; Расход ; Юлин кошелек ;  ; 8.1 ; BYN ; 0 ; USD ; Радзивиловский | Продукты в целом ; 
29.04.2017 3:56:00 ; Расход ; Мой кошелек ;  ; 3.09 ; BYN ; 0 ; USD ; Продукты в целом | Евроопт ; 
29.04.2017 3:57:00 ; Доход ; БИБ Сберка Моцная ;  ; 20.46 ; BYN ; 0 ; USD ; БИБ | Проценты по депозитам ; 
29.04.2017 3:58:00 ; Доход ; БИБ Вал шкат USD ;  ; 0.25 ; USD ; 0 ; USD ; БИБ | Проценты по депозитам ; 
29.04.2017 3:59:00 ; Доход ; БИБ Активный 24/12/2016 - 19/12/2017 12% BYN ;  ; 293.89 ; BYN ; 0 ; USD ; БИБ | Проценты по депозитам ; 
29.04.2017 4:00:00 ; Доход ; БИБ Активный 5/12/2016 - 30/11/2017 3% USD ;  ; 131.59 ; USD ; 0 ; USD ; БИБ | Проценты по депозитам ; 
29.04.2017 4:01:00 ; Доход ; БИБ Активный 5/12/2016 - 30/11/2017 6,5% RUB ;  ; 57.11 ; RUB ; 0 ; USD ; БИБ | Проценты по депозитам ; 
29.04.2017 4:02:00 ; Доход ; БИБ Активный 5/12/2016 - 30/11/2017 3% EUR ;  ; 0.23 ; EUR ; 0 ; USD ; БИБ | Проценты по депозитам ; 
30.04.2017 3:57:00 ; Расход ; БИБ Сберка Моцная ;  ; 5.92 ; BYN ; 0 ; USD ; Лекарства | Аптеки ; 
30.04.2017 3:58:00 ; Расход ; БИБ Сберка Моцная ;  ; 1.39 ; BYN ; 0 ; USD ; Простор | Прочие расходы ; изолента
30.04.2017 3:58:00 ; Расход ; БИБ Сберка Моцная ;  ; 10.39 ; BYN ; 0 ; USD ; Простор | Прочие расходы ; шнурок usb
30.04.2017 3:58:00 ; Расход ; БИБ Сберка Моцная ;  ; 128.56 ; BYN ; 0 ; USD ; Простор | Продукты в целом ; 
30.04.2017 3:58:00 ; Перенос ; БИБ Активный 24/12/2016 - 19/12/2017 12% BYN ; БИБ Сберка Моцная ; 93.89 ; BYN ; 0 ; USD ;   ; 
30.04.2017 3:59:00 ; Доход ; ММБ белки 5000009668 ;  ; 1.59 ; BYN ; 0 ; USD ; Проценты по депозитам | ММБ (Москва-Минск) ; %% по всем бел вкладам
30.04.2017 4:00:00 ; Доход ; ММБ USD 6000067549 ;  ; 0.2 ; USD ; 0 ; USD ; Проценты по депозитам | ММБ (Москва-Минск) ; %% по дол вкладам
01.05.2017 3:59:00 ; Перенос ; БИБ Активный 24/12/2016 - 19/12/2017 12% BYN ; БИБ Сберка Моцная ; 200 ; BYN ; 0 ; USD ;   ; 
01.05.2017 4:00:00 ; Расход ; БИБ Сберка Моцная ;  ; 29.63 ; BYN ; 0 ; USD ; Одежда | Прочие магазины ; кроссовки Борис
01.05.2017 4:00:00 ; Расход ; БИБ Сберка Моцная ;  ; 59.95 ; BYN ; 0 ; USD ; Одежда | Прочие магазины ; кроссовки Глеб
01.05.2017 4:01:00 ; Расход ; Юлин кошелек ;  ; 14.6 ; BYN ; 0 ; USD ; Лекарства | Аптеки ; 
01.05.2017 4:02:00 ; Расход ; Юлин кошелек ;  ; 1.7 ; BYN ; 0 ; USD ; Простор | Продукты в целом ; 
01.05.2017 4:03:00 ; Перенос ; Мой кошелек ; Юлин кошелек ; 20 ; BYN ; 0 ; USD ;   ; 
02.05.2017 4:03:00 ; Расход ; Юлин кошелек ;  ; 6.2 ; BYN ; 0 ; USD ; Продукты в целом | Радзивиловский ; 
02.05.2017 4:04:00 ; Расход ; Юлин кошелек ;  ; 9 ; BYN ; 0 ; USD ; На карманные расходы | Прочие расходы ; 
02.05.2017 4:05:00 ; Расход ; Мой кошелек ;  ; 4.8 ; BYN ; 0 ; USD ; На карманные расходы | Прочие расходы ; 
02.05.2017 4:06:00 ; Расход ; БИБ Сберка Моцная ;  ; 6.29 ; BYN ; 0 ; USD ; Евроопт | Продукты в целом ; 
03.05.2017 4:04:00 ; Расход ; Юлин кошелек ;  ; 2.53 ; BYN ; 0 ; USD ; Лекарства | Аптеки ; 
03.05.2017 4:05:00 ; Расход ; Юлин кошелек ;  ; 5.09 ; BYN ; 0 ; USD ; Простор | Прочие расходы ; 
03.05.2017 4:05:00 ; Расход ; Юлин кошелек ;  ; 4.34 ; BYN ; 0 ; USD ; Простор | Продукты в целом ; 
03.05.2017 4:06:00 ; Расход ; Мой кошелек ;  ; 1.06 ; BYN ; 0 ; USD ; Евроопт | Продукты в целом ; 
03.05.2017 4:07:00 ; Перенос ; Мой кошелек ; Юлин кошелек ; 20 ; BYN ; 0 ; USD ;   ; 
03.05.2017 4:08:00 ; Доход ; БГПБ Online2.2 7 мес 3/10/2016 - 3/05/2017 4% ;  ; 1.03 ; USD ; 0 ; USD ; БГПБ | Проценты по депозитам ; 
03.05.2017 4:09:00 ; Перенос ; БГПБ Online2.2 7 мес 3/10/2016 - 3/05/2017 4% ; БГПБ Сберка USD ; 51.03 ; USD ; 0 ; USD ;   ; 
04.05.2017 4:08:00 ; Расход ; БИБ Сберка Моцная ;  ; 3.38 ; BYN ; 0 ; USD ; Евроопт | Продукты в целом ; 
04.05.2017 4:09:00 ; Обмен ; БИБ Активный 5/12/2016 - 30/11/2017 6,5% RUB ; БИБ Сберка Моцная ; 10600 ; RUB ; 343.97 ; BYN ; БИБ ; 3.245
04.05.2017 4:10:00 ; Расход ; Юлин кошелек ;  ; 4.34 ; BYN ; 0 ; USD ; Радзивиловский | Продукты в целом ; 
04.05.2017 4:11:00 ; Расход ; Юлин кошелек ;  ; 5 ; BYN ; 0 ; USD ; Прочие расходы | Прочие магазины ; дезик, яна
05.05.2017 4:12:00 ; Обмен ; БИБ Сберка Моцная ; БИБ к Активному EUR ; 467.53 ; BYN ; 226.52 ; EUR ; БИБ ; 
05.05.2017 4:13:00 ; Доход ; БИБ Зарплатная 0117-0122 ;  ; 1912.71 ; BYN ; 0 ; USD ; ИИТ | Моя з/пл официальная ; 
05.05.2017 4:14:00 ; Перенос ; БИБ Зарплатная 0117-0122 ; БИБ Сберка Моцная ; 1912.71 ; BYN ; 0 ; USD ;   ; 
05.05.2017 4:14:00 ; Доход ; Шкаф ;  ; 150 ; USD ; 0 ; USD ; ИИТ | Моя з/пл конверт ; 
05.05.2017 4:15:00 ; Перенос ; БИБ Сберка Моцная ; Мой кошелек ; 100 ; BYN ; 0 ; USD ;   ; 
05.05.2017 4:16:00 ; Расход ; БИБ Сберка Моцная ;  ; 2.65 ; BYN ; 0 ; USD ; Евроопт | Прочие расходы ; пена
05.05.2017 4:16:00 ; Расход ; БИБ Сберка Моцная ;  ; 19.21 ; BYN ; 0 ; USD ; Евроопт | Продукты в целом ; 
05.05.2017 4:16:00 ; Перенос ; Мой кошелек ; Юлин кошелек ; 30 ; BYN ; 0 ; USD ;   ; 
05.05.2017 4:17:00 ; Расход ; Юлин кошелек ;  ; 3.69 ; BYN ; 0 ; USD ; Простор | Прочие расходы ; 
05.05.2017 4:17:00 ; Расход ; Юлин кошелек ;  ; 8.28 ; BYN ; 0 ; USD ; Простор | Продукты в целом ; 
06.05.2017 4:18:00 ; Расход ; БИБ Сберка Моцная ;  ; 2.5 ; BYN ; 0 ; USD ; Велком | Прочие расходы ; яна
06.05.2017 4:19:00 ; Расход ; Юлин кошелек ;  ; 5.18 ; BYN ; 0 ; USD ; Прочие расходы | Прочие магазины ; кот корм
06.05.2017 4:20:00 ; Расход ; Юлин кошелек ;  ; 14.5 ; BYN ; 0 ; USD ; Простор | Продукты в целом ; 
06.05.2017 4:21:00 ; Расход ; Юлин кошелек ;  ; 1 ; BYN ; 0 ; USD ; На карманные расходы | Прочие расходы ; яна в город
06.05.2017 4:22:00 ; Перенос ; БИБ Сберка Моцная ; БИБ Активный 24/12/2016 - 19/12/2017 12% BYN ; 1600 ; BYN ; 0 ; USD ;   ; 
06.05.2017 4:22:00 ; Расход ; Мой кошелек ;  ; 11.91 ; BYN ; 0 ; USD ; Прочее на даче | Прочие магазины ; метла
06.05.2017 4:23:00 ; Перенос ; БИБ Сберка Моцная ; Мой кошелек ; 100 ; BYN ; 0 ; USD ;   ; 
07.05.2017 4:22:00 ; Расход ; Юлин кошелек ;  ; 1.01 ; BYN ; 0 ; USD ; Лекарства | Аптеки ; 
07.05.2017 4:23:00 ; Перенос ; БИБ Активный 24/12/2016 - 19/12/2017 12% BYN ; БИБ Сберка Моцная ; 200 ; BYN ; 0 ; USD ;   ; 
07.05.2017 4:24:00 ; Расход ; БИБ Сберка Моцная ;  ; 58.71 ; BYN ; 0 ; USD ; Рынки | Мясо ; 
07.05.2017 4:25:00 ; Расход ; Мой кошелек ;  ; 4.52 ; BYN ; 0 ; USD ; Рынки | Продукты в целом ; сыр
07.05.2017 4:26:00 ; Расход ; Мой кошелек ;  ; 5.4 ; BYN ; 0 ; USD ; Рынки | Продукты в целом ; яйца *63
07.05.2017 4:27:00 ; Расход ; Мой кошелек ;  ; 14.5 ; BYN ; 0 ; USD ; Рынки | Продукты в целом ; сахар *10
07.05.2017 4:28:00 ; Расход ; Мой кошелек ;  ; 1.25 ; BYN ; 0 ; USD ; Рынки | Продукты в целом ; мука
07.05.2017 4:29:00 ; Расход ; Мой кошелек ;  ; 2.45 ; BYN ; 0 ; USD ; Рынки | Продукты в целом ; роллтон *7
07.05.2017 4:30:00 ; Расход ; Мой кошелек ;  ; 28 ; BYN ; 0 ; USD ; Рынки | Прочие расходы ; кот туал*3, шлейка, когтеточка
07.05.2017 4:31:00 ; Расход ; БИБ Сберка Моцная ;  ; 95.92 ; BYN ; 0 ; USD ; Простор | Продукты в целом ; 
08.05.2017 4:32:00 ; Перенос ; Мой кошелек ; Юлин кошелек ; 50 ; BYN ; 0 ; USD ;   ; 
08.05.2017 4:33:00 ; Расход ; Юлин кошелек ;  ; 9.54 ; BYN ; 0 ; USD ; Простор | Прочие расходы ; туал вода
08.05.2017 4:33:00 ; Расход ; Юлин кошелек ;  ; 11.46 ; BYN ; 0 ; USD ; Простор | Продукты в целом ; 
08.05.2017 4:34:00 ; Расход ; Юлин кошелек ;  ; 3.1 ; BYN ; 0 ; USD ; Продукты в целом | Прочие магазины ; редиска
09.05.2017 4:35:00 ; Расход ; Юлин кошелек ;  ; 3.04 ; BYN ; 0 ; USD ; Радзивиловский | Продукты в целом ; 
09.05.2017 4:36:00 ; Расход ; БИБ Сберка Моцная ;  ; 5.4 ; BYN ; 0 ; USD ; Простор | Продукты в целом ; 
10.05.2017 4:34:00 ; Расход ; Юлин кошелек ;  ; 3.85 ; BYN ; 0 ; USD ; Прочие расходы | Прочие магазины ; вакцина от беш
10.05.2017 4:35:00 ; Доход ; Юлин кошелек ;  ; 15000 ; RUB ; 0 ; USD ; Изд-во Вектор/Качели | Юлин фриланс ; танцы
10.05.2017 4:36:00 ; Обмен ; Юлин кошелек ; Юлин кошелек ; 15000 ; RUB ; 483.75 ; BYN ; Идея банк ; 
10.05.2017 4:37:00 ; Расход ; Мой кошелек ;  ; 15 ; BYN ; 0 ; USD ; На карманные расходы | Прочие расходы ; 
10.05.2017 4:38:00 ; Расход ; БИБ Сберка Моцная ;  ; 14.25 ; BYN ; 0 ; USD ; Евроопт | Продукты в целом ; 
11.05.2017 4:38:00 ; Расход ; Мой кошелек ;  ; 1.99 ; BYN ; 0 ; USD ; Евроопт | Прочие расходы ; шампунь
11.05.2017 4:39:00 ; Перенос ; Мой кошелек ; АСБ Сберегательная ; 10 ; BYN ; 0 ; USD ;   ; 
11.05.2017 4:40:00 ; Расход ; АСБ Сберегательная ;  ; 9.01 ; BYN ; 0 ; USD ; Погашение кредита ЖСК | АСБ Кредит ЖСК ; 
11.05.2017 4:41:00 ; Расход ; Юлин кошелек ;  ; 4.07 ; BYN ; 0 ; USD ; Прочие расходы | Почта ; 
11.05.2017 4:42:00 ; Расход ; Юлин кошелек ;  ; 34.92 ; BYN ; 0 ; USD ; Прочие расходы | Прочие магазины ; мила
11.05.2017 4:43:00 ; Расход ; Юлин кошелек ;  ; 17.56 ; BYN ; 0 ; USD ; Простор | Продукты в целом ; 
11.05.2017 4:44:00 ; Доход ; Альфа-Банк счет в RUB Юля ;  ; 5000 ; RUB ; 0 ; USD ; Изд-во Вектор/Качели | Юлин фриланс ; За танцы последний кусок
12.05.2017 4:41:00 ; Расход ; Юлин кошелек ;  ; 6.47 ; BYN ; 0 ; USD ; Радзивиловский | Продукты в целом ; 
12.05.2017 4:42:00 ; Расход ; БИБ Сберка Моцная ;  ; 39.99 ; BYN ; 0 ; USD ; Авто топливо | АЗС ; 
12.05.2017 4:43:00 ; Расход ; Мой кошелек ;  ; 1.29 ; BYN ; 0 ; USD ; Евроопт | Продукты в целом ; 
12.05.2017 4:44:00 ; Перенос ; Мой кошелек ; Мне должны ; 5 ; BYN ; 0 ; USD ;   ; скребнев
13.05.2017 4:45:00 ; Расход ; Юлин кошелек ;  ; 5.4 ; BYN ; 0 ; USD ; Рынки | Продукты в целом ; яйца
13.05.2017 4:46:00 ; Расход ; Юлин кошелек ;  ; 7.18 ; BYN ; 0 ; USD ; Рынки | Продукты в целом ; сыр
13.05.2017 4:47:00 ; Расход ; Мой кошелек ;  ; 2.5 ; BYN ; 0 ; USD ; Рынки | Прочие расходы ; пакеты - майки *2*100
13.05.2017 4:48:00 ; Расход ; Юлин кошелек ;  ; 7 ; BYN ; 0 ; USD ; Рынки | Продукты в целом ; сем белые
13.05.2017 4:49:00 ; Расход ; Мой кошелек ;  ; 2.5 ; BYN ; 0 ; USD ; Рынки | Продукты в целом ; сем черные
13.05.2017 4:50:00 ; Расход ; Мой кошелек ;  ; 6 ; BYN ; 0 ; USD ; Рынки | Продукты в целом ; редис + лук
13.05.2017 4:51:00 ; Расход ; Мой кошелек ;  ; 2 ; BYN ; 0 ; USD ; Рынки | Продукты в целом ; редис
13.05.2017 4:52:00 ; Расход ; Юлин кошелек ;  ; 9.15 ; BYN ; 0 ; USD ; Рынки | Продукты в целом ; картофель по 0,9 за кг
13.05.2017 4:54:00 ; Обмен ; БИБ Активный 5/12/2016 - 30/11/2017 3% USD ; БИБ Сберка Моцная ; 3026.1 ; USD ; 5649.73 ; BYN ; БИБ ; 
13.05.2017 4:55:00 ; Перенос ; БИБ Сберка Моцная ; БИБ Активный 24/12/2016 - 19/12/2017 12% BYN ; 5600 ; BYN ; 0 ; USD ;   ; 
13.05.2017 4:56:00 ; Расход ; Юлин кошелек ;  ; 2.31 ; BYN ; 0 ; USD ; Простор | Прочие расходы ; помада гигиен
13.05.2017 4:56:00 ; Расход ; Юлин кошелек ;  ; 6.49 ; BYN ; 0 ; USD ; Простор | Продукты в целом ; 
14.05.2017 4:56:00 ; Расход ; БИБ Сберка Моцная ;  ; 7.18 ; BYN ; 0 ; USD ; Простор | Одежда ; трусы жен *2
14.05.2017 4:56:00 ; Расход ; БИБ Сберка Моцная ;  ; 6.23 ; BYN ; 0 ; USD ; Простор | Одежда ; трусы жен *2
14.05.2017 4:56:00 ; Расход ; БИБ Сберка Моцная ;  ; 18.28 ; BYN ; 0 ; USD ; Простор | Одежда ; кеды Юля
14.05.2017 4:56:00 ; Расход ; БИБ Сберка Моцная ;  ; 0.51 ; BYN ; 0 ; USD ; Простор | Прочие расходы ; салфетки
14.05.2017 4:56:00 ; Расход ; БИБ Сберка Моцная ;  ; 74.43 ; BYN ; 0 ; USD ; Простор | Продукты в целом ; 
14.05.2017 4:57:00 ; Перенос ; БИБ Активный 24/12/2016 - 19/12/2017 12% BYN ; БИБ Сберка Моцная ; 50 ; BYN ; 0 ; USD ;   ; 
14.05.2017 4:58:00 ; Доход ; БГПБ Online2.2 7 мес 14/10/2016 - 14/05/2017 4% ;  ; 1.03 ; USD ; 0 ; USD ; БГПБ | Проценты по депозитам ; 
14.05.2017 4:59:00 ; Перенос ; БГПБ Online2.2 7 мес 14/10/2016 - 14/05/2017 4% ; БГПБ Сберка USD ; 51.03 ; USD ; 0 ; USD ;   ; 
15.05.2017 4:57:00 ; Обмен ; БИБ Активный 5/12/2016 - 30/11/2017 3% USD ; БИБ Сберка Моцная ; 128000 ; USD ; 238592 ; BYN ; БИБ | Форекс ; cycle 00018
15.05.2017 4:58:00 ; Перенос ; БИБ Сберка Моцная ; БИБ Активный 24/12/2016 - 19/12/2017 12% BYN ; 238600 ; BYN ; 0 ; USD ; Форекс ; 
15.05.2017 4:59:00 ; Расход ; Юлин кошелек ;  ; 7.73 ; BYN ; 0 ; USD ; Белита | Прочие расходы ; 
15.05.2017 5:00:00 ; Расход ; Юлин кошелек ;  ; 6.06 ; BYN ; 0 ; USD ; Радзивиловский | Продукты в целом ; 
15.05.2017 5:01:00 ; Расход ; Мой кошелек ;  ; 4 ; BYN ; 0 ; USD ; На карманные расходы | Прочие расходы ; 
16.05.2017 5:02:00 ; Расход ; Юлин кошелек ;  ; 4.39 ; BYN ; 0 ; USD ; Аптеки | Прочие расходы ; перчатки, витамины
16.05.2017 5:03:00 ; Расход ; Юлин кошелек ;  ; 1.9 ; BYN ; 0 ; USD ; Радзивиловский | Продукты в целом ; 
16.05.2017 5:04:00 ; Расход ; Юлин кошелек ;  ; 5 ; BYN ; 0 ; USD ; На карманные расходы | Прочие расходы ; 
16.05.2017 5:05:00 ; Расход ; БИБ Сберка Моцная ;  ; 2.5 ; BYN ; 0 ; USD ; Велком | Прочие расходы ; Борис
16.05.2017 5:05:00 ; Перенос ; БИБ Активный 24/12/2016 - 19/12/2017 12% BYN ; БИБ Сберка Моцная ; 5700 ; BYN ; 0 ; USD ;   ; 
16.05.2017 5:06:00 ; Расход ; БИБ Сберка Моцная ;  ; 68.24 ; BYN ; 0 ; USD ; Ома | Строительство дома ; рубероид, цемент
16.05.2017 5:07:00 ; Перенос ; БИБ Сберка Моцная ; Мой кошелек ; 4500 ; BYN ; 0 ; USD ;   ; 
17.05.2017 5:08:00 ; Обмен ; БИБ Активный 24/12/2016 - 19/12/2017 12% BYN ; БИБ Вал шкат USD ; 235000 ; BYN ; 126480.09 ; USD ; Форекс | БИБ ; cycle 00018. profit 460$
17.05.2017 5:09:00 ; Перенос ; БИБ Вал шкат USD ; БИБ Активный 5/12/2016 - 30/11/2017 3% USD ; 126480.34 ; USD ; 0 ; USD ;   ; 
17.05.2017 5:10:00 ; Расход ; БИБ Сберка Моцная ;  ; 20 ; BYN ; 0 ; USD ; Прочие расходы | Прочие услугодатели ; футбол *4
17.05.2017 5:11:00 ; Расход ; Мой кошелек ;  ; 2690 ; BYN ; 0 ; USD ; Прочие услугодатели | Строительство дома ; 19 поддонов *1,5 куб блоков и поддон клея (42*25кг)  2 рейса манипулятора
17.05.2017 5:12:00 ; Расход ; Мой кошелек ;  ; 20 ; BYN ; 0 ; USD ; Прочие услугодатели | Строительство дома ; Александру на бензин в счет работы по кладке блоков
17.05.2017 5:13:00 ; Расход ; Юлин кошелек ;  ; 8.35 ; BYN ; 0 ; USD ; Простор | Прочие расходы ; карандаши, файлики
17.05.2017 5:13:00 ; Расход ; Юлин кошелек ;  ; 4.65 ; BYN ; 0 ; USD ; Простор | Продукты в целом ; 
17.05.2017 5:14:00 ; Расход ; Юлин кошелек ;  ; 4 ; BYN ; 0 ; USD ; На карманные расходы | Прочие расходы ; 
18.05.2017 5:15:00 ; Расход ; Мой кошелек ;  ; 11.44 ; BYN ; 0 ; USD ; Продукты в целом | Евроопт ; 
18.05.2017 5:16:00 ; Расход ; Мой кошелек ;  ; 2.43 ; BYN ; 0 ; USD ; Радзивиловский | Продукты в целом ; 
18.05.2017 5:17:00 ; Расход ; Мой кошелек ;  ; 3.5 ; BYN ; 0 ; USD ; На карманные расходы | Прочие расходы ; 
18.05.2017 5:18:00 ; Расход ; Юлин кошелек ;  ; 0.1 ; BYN ; 0 ; USD ; На карманные расходы | Прочие расходы ; 
18.05.2017 5:19:00 ; Обмен ; БИБ Активный 24/12/2016 - 19/12/2017 12% BYN ; БИБ Вал шкат USD ; 4900 ; BYN ; 2623.13 ; USD ; БИБ ; 
